FrontCollision,Collision,ObservedHiddenObject,SA_HiddenObj-1 - Split 1,SA_HiddenObj-1 - Split 2,SA_HiddenObj-1 - Split 3,participant_ID,scenario,group,Sim_freq,Appointment Date,scenario_order,design,secondaryTask,test_start_datetime,participant_ID-1,design-1,scenario-1,scenario_order-1,test_start_date_time,test_start_datetime-1,triggerID,triggerBeginSTEP,triggerBeginDatetime,triggerLastSTEP,triggerLastDatetime,participant_ID-2,group-1,design-2,scenario-3,Max_Brake_Acceleration,Max_lateral_Acceleration_Neg,Max_lateral_Acceleration_Pos,Min_front_Distance,Error_from_LaneCenter,AP_Off_Step,Takeover_Before_Alert,AEBMinDistance,AEBMinTimeThreshold,collisions,Participant_ID-1,Scenario-1,SecondaryTask-1,AlertEffectiveness-1,Understandability-1,Comprehension-1,Timing-1,SA_takeover-1,SA_traffic-1,SA_overall-1,SA_HiddenObj-1,Trust-1,Satisfaction_Overall-1,Confidence-1,Annoyance-1,Feedback-1,Perception1_urgency-1,Perception1_annoy-1,Perception2_urgency-1,Perception2_annoy-1,CompareEffective-1,CutomizableAlert-1,ComparedPreferAlert-1,PreferenceReason-1,Participant_ID,Scenario,SecondaryTask,AlertEffectiveness,Understandability,Comprehension,Timing,SA_takeover,SA_traffic,SA_overall,SA_HiddenObj,Trust,Satisfaction_Overall,Confidence,Annoyance,Feedback,Perception1_urgency,Perception1_annoy,Perception2_urgency,Perception2_annoy,CompareEffective,CutomizableAlert,ComparedPreferAlert,PreferenceReason,scenario_no,secondaryTask2,expGroup,Groups,CorrectHiddenObject,scenario_no-1,participant_ID-3,scenario-2,collisionTimeAfterTakeover(s)
,,False,,,,6028,B3,Single - Soft,1000,2024-03-16 12:00:00 p.m.,3rd Scenario,Y,H,2024-03-16 6:09:12 p.m.,6028,Y,B3,3rd Scenario,1710612552,2024-03-16 6:09:12 p.m.,2,536542,,539693,,6028,Single - Soft,Y,B3,-0.26252035,-0.00163756,0.01132554,151,-1.21966004,538489,False,12.11567211,10,0,6028,3rd Scenario,Moderate,5,Somewhat agree,Strongly agree,Slightly late,Somewhat agree,Moderately aware,Very much,,3,Somewhat satisfied,Moderately confident,Not annoying at all,Alert could have been slightly earlier for improved safety.,,,,,,,,,6028,3,3,5,4,1,3,4,3,4,,3,4,3,1,Alert could have been slightly earlier for improved safety.,,,,,,,,,3,H,Single,Mild,A Cyclist,3,,,
,,False,,,,6028,B4,Single - Soft,1000,2024-03-16 12:00:00 p.m.,4th Scenario,Y,H,2024-03-16 6:21:33 p.m.,6028,Y,B4,4th Scenario,1710613293,2024-03-16 6:21:33 p.m.,2,370283,,380282,,6028,Single - Soft,Y,B4,,-0.38600939,-0.27389526,104.41851044,-1.05687184,372893,False,-0.74254775,1.77092605,0,6028,4th Scenario,Moderate,5,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Moderately aware,Very much,,4,Somewhat satisfied,Moderately confident,Not annoying at all,,4,1,3,2,Somewhat the first alert,4,The first alert,Sounded more critical. The second alert sounded like a text notification.,6028,4,3,5,4,2,3,4,3,4,,4,4,3,1,,4,1,3,2,2,4,1,Sounded more critical. The second alert sounded like a text notification.,4,H,Single,Mild,An Ambulance,4,,,
,,False,,,,8921,A4,Single - Soft,1000,2024-03-16 2:00:00 p.m.,1st Scenario,Y,0,2024-03-16 7:34:47 p.m.,8921,Y,A4,1st Scenario,1710617687,2024-03-16 7:34:47 p.m.,2,503493,,513491,,8921,Single - Soft,Y,A4,-0.59634294,,,25.86951262,-0.50495991,508784,False,25.85772085,10,0,8921,1st Scenario,I did not complete the secondary task,3,Neither agree nor disagree,Somewhat disagree,Slightly early,Somewhat agree,Very aware,Moderately,,4,Somewhat satisfied,Moderately confident,Not annoying at all,"The alert was a little bit earlier so I didn't understand what caused it, after some seconds I saw the problem and took over the control.",,,,,,,,,8921,1,0,3,3,4,4,4,4,3,,4,4,3,1,"The alert was a little bit earlier so I didn't understand what caused it, after some seconds I saw the problem and took over the control.",,,,,,,,,4,0,Single,Mild,An Ambulance,4,,,
,,False,An Ambulance,A Moose,,8921,A2,Single - Soft,1000,2024-03-16 2:00:00 p.m.,2nd Scenario,Y,0,2024-03-16 8:05:04 p.m.,8921,Y,A2,2nd Scenario,1710619504,2024-03-16 8:05:04 p.m.,2,373952,,383951,,8921,Single - Soft,Y,A2,-0.36927672,-0.02879069,-0.02550364,71.98958327,-0.54824922,375765,False,55.27580118,4.36289022,0,8921,2nd Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly early,Somewhat agree,Very aware,Moderately,"An Ambulance,A Moose",4,Neither satisfied nor disatisfied,Moderately confident,Slightly annoying,,,,,,,,,,8921,2,0,4,4,2,4,4,4,3,"2,4",4,3,3,2,,,,,,,,,,2,0,Single,Mild,A Fire Truck,2,,,
,,True,A Cyclist,,,8921,A3,Single - Soft,1000,2024-03-16 2:00:00 p.m.,3rd Scenario,Y,H,2024-03-16 8:15:26 p.m.,8921,Y,A3,3rd Scenario,1710620126,2024-03-16 8:15:26 p.m.,2,524303,,542652,,8921,Single - Soft,Y,A3,-0.36638058,-0.0401609,-0.0401609,27.32318247,-3,526755,False,-2.34814262,10,0,8921,3rd Scenario,Demanding,4,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Very aware,Moderately,A Cyclist,4,Somewhat satisfied,Moderately confident,Not annoying at all,"The secondary task made me to focus more on the traffic surrounding, it was really demanding and hard to keep when the car on the side showed signs of weird behavior.",,,,,,,,,8921,3,4,4,4,3,5,4,4,3,5,4,4,3,1,"The secondary task made me to focus more on the traffic surrounding, it was really demanding and hard to keep when the car on the side showed signs of weird behavior.",,,,,,,,,3,H,Single,Mild,A Cyclist,3,,,
,,False,,,,8921,A1,Single - Soft,1000,2024-03-16 2:00:00 p.m.,4th Scenario,Y,H,2024-03-16 8:28:33 p.m.,8921,Y,A1,4th Scenario,1710620913,2024-03-16 8:28:33 p.m.,2,709722,,713909,,8921,Single - Soft,Y,A1,-0.36221738,0.01776163,0.02840869,151,-1.48835792,712046,False,2.30884647,10,0,8921,4th Scenario,Demanding,5,Somewhat agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,4,Somewhat satisfied,Moderately confident,Not annoying at all,"I didn't really notice the obstacle at first, so the signals were really helpful",,,,,,,,,8921,4,4,5,4,1,5,5,3,4,,4,4,3,1,"I didn't really notice the obstacle at first, so the signals were really helpful",,,,,,,,,1,H,Single,Mild,A Moose,1,,,
,,True,A Moose,,,2768,A1,Dynamic,1000,2024-03-16 4:00:00 p.m.,1st Scenario,Y,0,2024-03-16 9:35:42 p.m.,2768,Y,A1,1st Scenario,1710624942,2024-03-16 9:35:42 p.m.,2,586132,,590571,,2768,Dynamic,Y,A1,-0.3069584,0.07958988,0.13289676,84.89109309,-1.66926597,579948,True,1.51221699,10,0,2768,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Slightly late,Somewhat disagree,Very aware,Slightly,A Moose,3,Somewhat disatisfied,Very confident,Not annoying at all,I felt the audio effect did not raise the urgency of the situation enough,,,,,,,,,2768,1,0,3,4,3,3,2,4,2,4,3,2,4,1,I felt the audio effect did not raise the urgency of the situation enough,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,True,A Fire Truck,A Moose,,2768,A2,Dynamic,1000,2024-03-16 4:00:00 p.m.,2nd Scenario,Y,0,2024-03-16 9:49:54 p.m.,2768,Y,A2,2nd Scenario,1710625794,2024-03-16 9:49:54 p.m.,2,398433,,408431,,2768,Dynamic,Y,A2,-0.48486745,,,30.8525508,-0.55386127,402132,False,30.84564805,1.33658341,0,2768,2nd Scenario,I did not complete the secondary task,5,Somewhat agree,Somewhat agree,Just right,Strongly agree,Moderately aware,Completely,"A Fire Truck,A Moose",3,Somewhat satisfied,Very confident,Not annoying at all,Alert warned me before i saw the car in front come to a stop. Helped me understand the situation,,,,,,,,,2768,2,0,5,4,2,5,5,3,5,"3,4",3,4,4,1,Alert warned me before i saw the car in front come to a stop. Helped me understand the situation,,,,,,,,,2,0,Dynamic,Dynamic,A Fire Truck,2,,,
,,False,,,,2768,A3,Dynamic,1000,2024-03-16 4:00:00 p.m.,3rd Scenario,X,H,2024-03-16 9:59:58 p.m.,2768,X,A3,3rd Scenario,1710626398,2024-03-16 9:59:58 p.m.,3,464263,,474262,,2768,Dynamic,X,A3,,-0.18443695,-0.03322147,142.25699482,-0.88261748,467371,False,-3.87036753,10,0,2768,3rd Scenario,Demanding,3,Strongly disagree,Strongly disagree,Too late,Strongly disagree,Somewhat aware,Moderately,,3,Strongly disatisfied,Moderately confident,Not annoying at all,Alert sounded differently compared to the previous two scenarios. Did not understand what it wanted me to do,,,,,,,,,2768,3,4,3,1,5,1,1,2,3,,3,1,3,1,Alert sounded differently compared to the previous two scenarios. Did not understand what it wanted me to do,,,,,,,,,3,H,Dynamic,Dynamic,A Cyclist,3,,,
,,False,,,,2768,A4,Dynamic,1000,2024-03-16 4:00:00 p.m.,4th Scenario,X,H,2024-03-16 10:10:59 p.m.,2768,X,A4,4th Scenario,1710627059,2024-03-16 10:10:59 p.m.,3,341653,,349826,,2768,Dynamic,X,A4,-0.53050937,0.03392195,0.03768134,16.73437667,-1.62021357,346637,False,3.50061226,3.06267905,0,2768,4th Scenario,Demanding,4,Somewhat agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,,3,Somewhat satisfied,Very confident,Not annoying at all,,2,1,4,2,Definitely the second alert,5,The second alert,More sense of urgency,2768,4,4,4,4,1,5,5,3,4,,3,4,4,1,,2,1,4,2,5,5,2,More sense of urgency,4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,False,,,,3245,B4,Dynamic,1000,2024-03-18 12:00:00 p.m.,1st Scenario,Y,0,2024-03-18 5:23:53 p.m.,3245,Y,B4,1st Scenario,1710782633,2024-03-18 5:23:53 p.m.,2,447223,,457221,,3245,Dynamic,Y,B4,,0.02057201,0.02550127,144.40151995,-1.58166174,435223,True,-2.59808648,1.16039753,0,3245,1st Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly late,Neither agree nor disagree,Moderately aware,Slightly,,4,Neither satisfied nor disatisfied,Very confident,Not annoying at all,,,,,,,,,,3245,1,0,4,4,2,3,3,3,2,,4,3,4,1,,,,,,,,,,4,0,Dynamic,Dynamic,An Ambulance,4,,,
,,False,,,,3245,B3,Dynamic,1000,2024-03-18 12:00:00 p.m.,2nd Scenario,Y,0,2024-03-18 5:36:57 p.m.,3245,Y,B3,2nd Scenario,1710783417,2024-03-18 5:36:57 p.m.,2,482872,,485243,,3245,Dynamic,Y,B3,-0.38780672,-0.04048684,-0.01542505,11.2083161,-1.61914431,484477,False,-5.81267881,1.04686102,0,3245,2nd Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Slightly late,Somewhat agree,Moderately aware,Moderately,,4,Neither satisfied nor disatisfied,Not confident at all,Not annoying at all,,,,,,,,,,3245,2,0,3,4,3,3,4,3,3,,4,3,1,1,,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
,,True,A Fire Truck,A Moose,,3245,B2,Dynamic,1000,2024-03-18 12:00:00 p.m.,3rd Scenario,X,H,2024-03-18 5:49:00 p.m.,3245,X,B2,3rd Scenario,1710784140,2024-03-18 5:49:00 p.m.,3,427123,,434076,,3245,Dynamic,X,B2,-0.59483369,-0.03819651,-0.01774403,26.63125897,-1.41276773,429724,False,-0.69938207,10,0,3245,3rd Scenario,Demanding,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Very much,"A Fire Truck,A Moose",5,Strongly satisfied,Moderately confident,Not annoying at all,,,,,,,,,,3245,3,4,4,4,2,5,4,1,4,"3,4",5,5,3,1,,,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,True,Car Crashes,An Ambulance,A Moose,3245,B1,Dynamic,1000,2024-03-18 12:00:00 p.m.,4th Scenario,X,H,2024-03-18 5:59:58 p.m.,3245,X,B1,4th Scenario,1710784798,2024-03-18 5:59:58 p.m.,3,423903,,427391,,3245,Dynamic,X,B1,-0.62344496,0.08155892,0.12011508,131.45679376,-1.45653386,425449,False,2.00744351,10,0,3245,4th Scenario,Extremely Demanding,5,Strongly agree,Somewhat agree,Just right,Somewhat agree,Not aware at all,Very much,"Car Crashes,An Ambulance,A Moose",4,Strongly satisfied,Very confident,Not annoying at all,,4,1,5,1,Somewhat the second alert,3,The second alert,"First seemed like a small warning, while second was more demanding",3245,4,5,5,5,2,5,4,1,4,"1,2,4",4,5,4,1,,4,1,5,1,4,3,2,"First seemed like a small warning, while second was more demanding",1,H,Dynamic,Dynamic,A Moose,1,,,
,,False,,,,6795,A4,Single - Soft,1000,2024-03-18 2:00:00 p.m.,1st Scenario,Y,0,2024-03-18 7:23:52 p.m.,6795,Y,A4,1st Scenario,1710789832,2024-03-18 7:23:52 p.m.,2,382552,,392552,,6795,Single - Soft,Y,A4,-0.39318323,,,30.34070762,-0.50510316,383995,False,29.89467001,3.48549388,0,6795,1st Scenario,Easy,3,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat agree,Very aware,Slightly,,3,Somewhat disatisfied,Very confident,Not annoying at all,I processed the visual of the car before the alert began. I could not easily read the alert.,,,,,,,,,6795,1,2,3,2,4,3,4,4,2,,3,2,4,1,I processed the visual of the car before the alert began. I could not easily read the alert.,,,,,,,,,4,0,Single,Mild,An Ambulance,4,,,
,,True,A Cyclist,,,6795,A3,Single - Soft,1000,2024-03-18 2:00:00 p.m.,2nd Scenario,Y,0,2024-03-18 7:38:47 p.m.,6795,Y,A3,2nd Scenario,1710790727,2024-03-18 7:38:47 p.m.,2,518723,,528722,,6795,Single - Soft,Y,A3,-0.51647116,,,21.24885747,-0.80851615,520113,False,19.32856464,10,0,6795,2nd Scenario,Extremely Easy,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Very much,A Cyclist,4,Somewhat satisfied,Very confident,Not annoying at all,"Sound alert was helpful, but visual not so much as I was not actively looking at the dashboard.",,,,,,,,,6795,2,1,4,4,2,5,4,4,4,5,4,4,4,1,"Sound alert was helpful, but visual not so much as I was not actively looking at the dashboard.",,,,,,,,,3,0,Single,Mild,A Cyclist,3,,,
,,False,A Moose,,,6795,A2,Single - Soft,1000,2024-03-18 2:00:00 p.m.,3rd Scenario,Y,H,2024-03-18 7:50:11 p.m.,6795,Y,A2,3rd Scenario,1710791411,2024-03-18 7:50:11 p.m.,2,479153,,489151,,6795,Single - Soft,Y,A2,-0.70296862,,,46.36500001,-0.53142692,483018,False,46.34046388,1.01988857,0,6795,3rd Scenario,Demanding,5,Somewhat agree,Strongly agree,Just right,Strongly agree,Moderately aware,Very much,A Moose,4,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,6795,3,4,5,4,1,5,5,3,4,4,4,4,4,1,,,,,,,,,,2,H,Single,Mild,A Fire Truck,2,,,
,,True,A Moose,,,6795,A1,Single - Soft,1000,2024-03-18 2:00:00 p.m.,4th Scenario,Y,H,2024-03-18 8:01:20 p.m.,6795,Y,A1,4th Scenario,1710792080,2024-03-18 8:01:20 p.m.,2,583923,,593922,,6795,Single - Soft,Y,A1,,-0.04840966,-0.00112526,151,-1.54648958,583483,True,2.80915231,10,0,6795,4th Scenario,Demanding,3,Somewhat agree,Somewhat disagree,Slightly late,Somewhat agree,Moderately aware,Slightly,A Moose,4,Somewhat satisfied,Extremely confident,Not annoying at all,,4,1,4,3,Both equally,5,The first alert,Second one felt more urgent and anxiety provoking.,6795,4,4,3,4,4,3,4,3,2,4,4,4,5,1,,4,1,4,3,3,5,1,Second one felt more urgent and anxiety provoking.,1,H,Single,Mild,A Moose,1,,,
,,False,Car Crashes,,,4198,A1,Dynamic,1000,2024-03-18 8:00:00 p.m.,1st Scenario,Y,0,2024-03-19 1:05:01 a.m.,4198,Y,A1,1st Scenario,1710810301,2024-03-19 1:05:01 a.m.,2,546672,,556672,,4198,Dynamic,Y,A1,,,,151,-1.64762193,534672,True,1.60623568,10,0,4198,1st Scenario,Extremely Easy,4,Neither agree nor disagree,Somewhat agree,Slightly late,Somewhat agree,Very aware,Moderately,Car Crashes,3,Somewhat satisfied,Somewhat confident,Slightly annoying,It handled turns a little poorly so i took over,,,,,,,,,4198,1,1,4,3,2,3,4,4,3,1,3,4,2,2,It handled turns a little poorly so i took over,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,True,A Cyclist,,,4198,A3,Dynamic,1000,2024-03-18 8:00:00 p.m.,2nd Scenario,Y,0,2024-03-19 1:17:49 a.m.,4198,Y,A3,2nd Scenario,1710811069,2024-03-19 1:17:49 a.m.,2,474033,,484032,,4198,Dynamic,Y,A3,,-0.00280674,0.14800268,151,-1.47350029,472878,True,-4.80520868,10,0,4198,2nd Scenario,Moderate,4,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat disagree,Very aware,Slightly,A Cyclist,2,Neither satisfied nor disatisfied,Not confident at all,Moderately annoying,,,,,,,,,,4198,2,3,4,2,4,3,2,4,2,5,2,3,1,3,,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
,,False,A Moose,,,4198,A2,Dynamic,1000,2024-03-18 8:00:00 p.m.,3rd Scenario,X,H,2024-03-19 1:28:26 a.m.,4198,X,A2,3rd Scenario,1710811706,2024-03-19 1:28:26 a.m.,3,450873,,457563,,4198,Dynamic,X,A2,-0.54231202,-0.00154709,0.00382487,31.30369864,-1.66800011,452476,False,30.47022843,10,0,4198,3rd Scenario,Moderate,4,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Moderately aware,Slightly,A Moose,3,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,,4198,3,3,4,4,3,5,4,3,2,4,3,4,3,1,,,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,False,,,,4198,A4,Dynamic,1000,2024-03-18 8:00:00 p.m.,4th Scenario,X,H,2024-03-19 1:38:43 a.m.,4198,X,A4,4th Scenario,1710812323,2024-03-19 1:38:43 a.m.,3,361993,,365425,,4198,Dynamic,X,A4,-0.53633133,0.05275478,0.06635718,59.30120286,-1.51961652,364801,False,-1.96968949,1.00002185,0,4198,4th Scenario,Moderate,5,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Moderately,,3,Somewhat satisfied,Somewhat confident,Not annoying at all,I thought it was timed very well however having to use brakes to shut off adaptive cruise controll is funky. Even when i used ACC in real life it takes time to getting used to turning off acc with the brake. I feel this might cause accidents to those who dont understand it ,3,2,1,2,Definitely the first alert,4,The first alert,It was quicker in my opinion,4198,4,3,5,4,2,5,4,4,3,,3,4,2,1,I thought it was timed very well however having to use brakes to shut off adaptive cruise controll is funky. Even when i used ACC in real life it takes time to getting used to turning off acc with the brake. I feel this might cause accidents to those who dont understand it ,3,2,1,2,1,4,1,It was quicker in my opinion,4,H,Dynamic,Dynamic,An Ambulance,4,,,
,,True,A Moose,,,5368,A1,Single - Strong,1000,2024-03-19 4:30:00 p.m.,1st Scenario,X,0,2024-03-19 10:04:37 p.m.,5368,X,A1,1st Scenario,1710885877,2024-03-19 10:04:37 p.m.,3,559343,,569341,,5368,Single - Strong,X,A1,,0.01621187,0.12632948,112.47363344,-1.55713384,560742,False,1.90977448,10,0,5368,1st Scenario,I did not complete the secondary task,5,Strongly agree,Somewhat agree,Just right,Strongly agree,Extremely aware,Very much,A Moose,4,Strongly satisfied,Extremely confident,Not annoying at all,I realized I need to take control before the alert due to the viewing of the situation. Maybe the timing of control can be slightly earlier,,,,,,,,,5368,1,0,5,5,2,5,5,5,4,4,4,5,5,1,I realized I need to take control before the alert due to the viewing of the situation. Maybe the timing of control can be slightly earlier,,,,,,,,,1,0,Single,Strong,A Moose,1,,,
,,True,A Fire Truck,A Moose,,5368,A2,Single - Strong,1000,2024-03-19 4:30:00 p.m.,2nd Scenario,X,0,2024-03-19 10:18:08 p.m.,5368,X,A2,2nd Scenario,1710886688,2024-03-19 10:18:08 p.m.,3,528093,,533689,,5368,Single - Strong,X,A2,-0.61923436,-0.12375003,-0.09037457,49.77665522,-1.64766841,527352,True,-1.14927602,10,0,5368,2nd Scenario,Easy,5,Somewhat agree,Somewhat agree,Too late,Somewhat agree,Moderately aware,Very much,"A Fire Truck,A Moose",4,Somewhat satisfied,Extremely confident,Not annoying at all,,,,,,,,,,5368,2,2,5,4,2,1,4,3,4,"3,4",4,4,5,1,,,,,,,,,,2,0,Single,Strong,A Fire Truck,2,,,
,,True,A Cyclist,,,5368,A3,Single - Strong,1000,2024-03-19 4:30:00 p.m.,3rd Scenario,X,H,2024-03-19 10:30:42 p.m.,5368,X,A3,3rd Scenario,1710887442,2024-03-19 10:30:42 p.m.,3,510703,,520701,,5368,Single - Strong,X,A3,-0.28562557,-0.05701809,-0.03098682,55.39302873,-1.56905412,512235,False,23.89962292,10,0,5368,3rd Scenario,Extremely Easy,4,Somewhat agree,Strongly agree,Too late,Somewhat disagree,Very aware,Completely,A Cyclist,4,Strongly satisfied,Extremely confident,Not annoying at all,"The sound helps to make me aware of the situation but the timing of alarm wasn’t enough to do something. The phone task digitation was easy, but in a real case I would send audios messages or use the word option from the keyboard.",,,,,,,,,5368,3,1,4,4,1,1,2,4,5,5,4,5,5,1,"The sound helps to make me aware of the situation but the timing of alarm wasn’t enough to do something. The phone task digitation was easy, but in a real case I would send audios messages or use the word option from the keyboard.",,,,,,,,,3,H,Single,Strong,A Cyclist,3,,,
,,False,,,,5368,A4,Single - Strong,1000,2024-03-19 4:30:00 p.m.,4th Scenario,X,H,2024-03-19 10:42:51 p.m.,5368,X,A4,4th Scenario,1710888171,2024-03-19 10:42:51 p.m.,3,565753,,571666,,5368,Single - Strong,X,A4,-0.42636069,-0.22130346,-0.01614343,93.0341692,-1.46549049,569903,False,-1.19438773,10,0,5368,4th Scenario,Easy,5,Somewhat disagree,Somewhat disagree,Slightly late,Somewhat disagree,Moderately aware,Very much,,4,Strongly satisfied,Extremely confident,Not annoying at all,The sound was good to keep my attention on the streets but I didn’t know what was happening.,3,1,3,2,Definitely the first alert,5,The first alert,It sounds more like urgent the other one sounds more like a alarm clock ,5368,4,2,5,2,4,3,2,3,4,,4,5,5,1,The sound was good to keep my attention on the streets but I didn’t know what was happening.,3,1,3,2,1,5,1,It sounds more like urgent the other one sounds more like a alarm clock ,4,H,Single,Strong,An Ambulance,4,,,
,,False,,,,3701,B4,Dynamic,1000,2024-03-20 11:00:00 a.m.,1st Scenario,Y,0,2024-03-20 4:45:56 p.m.,3701,Y,B4,1st Scenario,1710953156,2024-03-20 4:45:56 p.m.,2,335653,,345652,,3701,Dynamic,Y,B4,,-0.14400203,0.04641389,151,-1.5349515,337232,False,-0.33934212,10,0,3701,1st Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Slightly,,2,Neither satisfied nor disatisfied,Moderately confident,Slightly annoying,,,,,,,,,,3701,1,0,4,4,2,5,4,4,2,,2,3,3,2,,,,,,,,,,4,0,Dynamic,Dynamic,An Ambulance,4,,,
,,True,A Cyclist,,,3701,B3,Dynamic,1000,2024-03-20 11:00:00 a.m.,2nd Scenario,Y,0,2024-03-20 4:54:57 p.m.,3701,Y,B3,2nd Scenario,1710953697,2024-03-20 4:54:57 p.m.,2,438103,,448102,,3701,Dynamic,Y,B3,,-0.24953931,-0.00104227,151,-1.57173758,439412,False,-5.29561234,10,0,3701,2nd Scenario,Moderate,4,Somewhat agree,Somewhat agree,Just right,Somewhat agree,Very aware,Very much,A Cyclist,3,Somewhat satisfied,Very confident,Not annoying at all,,,,,,,,,,3701,2,3,4,4,2,5,4,4,4,5,3,4,4,1,,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
,,True,A Fire Truck,A Moose,,3701,B2,Dynamic,1000,2024-03-20 11:00:00 a.m.,3rd Scenario,X,H,2024-03-20 5:05:02 p.m.,3701,X,B2,3rd Scenario,1710954302,2024-03-20 5:05:02 p.m.,3,416653,,426652,,3701,Dynamic,X,B2,-0.56558183,-0.03793177,-0.00902581,54.74151154,-0.67257184,421209,False,7.76180673,10,0,3701,3rd Scenario,Demanding,5,Somewhat agree,Strongly agree,Just right,Somewhat agree,Moderately aware,Very much,"A Fire Truck,A Moose",3,Somewhat satisfied,Moderately confident,Not annoying at all,"

Timing was good, got rear ended cause dostracted by moose and forgot about other cars",,,,,,,,,3701,3,4,5,4,1,5,4,3,4,"3,4",3,4,3,1,"

Timing was good, got rear ended cause dostracted by moose and forgot about other cars",,,,,,,,,2,H,Dynamic,Dynamic,A Fire Truck,2,,,
,,False,Car Crashes,An Ambulance,,3701,B1,Dynamic,1000,2024-03-20 11:00:00 a.m.,4th Scenario,X,H,2024-03-20 5:14:36 p.m.,3701,X,B1,4th Scenario,1710954876,2024-03-20 5:14:36 p.m.,,,,,,,,,,,,,,,,,,,,3701,4th Scenario,Moderate,1,Strongly disagree,Strongly agree,Too early,Strongly disagree,Moderately aware,Not at all,"Car Crashes,An Ambulance",3,Strongly disatisfied,Not confident at all,Not annoying at all,Alert didnt go off at highway construction,4,2,4,4,Somewhat the second alert,4,The first alert,Still grabbed my attention in tiemly manner but the sound didnt annoy me as much as the second one. Would get tired of hesring the second alarm after a couple of times,3701,4,3,1,1,1,2,1,3,1,"1,2",3,1,1,1,Alert didnt go off at highway construction,4,2,4,4,4,4,1,Still grabbed my attention in tiemly manner but the sound didnt annoy me as much as the second one. Would get tired of hesring the second alarm after a couple of times,1,H,Dynamic,Dynamic,A Moose,1,,,
,,True,An Ambulance,A Fire Truck,A Moose,7213,B1,Dynamic,1000,2024-03-20 2:00:00 p.m.,1st Scenario,Y,0,2024-03-20 7:18:19 p.m.,7213,Y,B1,1st Scenario,1710962299,2024-03-20 7:18:19 p.m.,2,542653,,552652,,7213,Dynamic,Y,B1,,0.00489481,0.02454783,92.26025503,-0.26603474,548283,False,5.59748038,6.39186629,0,7213,1st Scenario,I did not complete the secondary task,3,Somewhat agree,Neither agree nor disagree,Just right,Somewhat agree,Very aware,Moderately,"An Ambulance,A Fire Truck,A Moose",4,Neither satisfied nor disatisfied,Somewhat confident,Not annoying at all,,,,,,,,,,7213,1,0,3,4,3,5,4,4,3,"2,3,4",4,3,2,1,,,,,,,,,,1,0,Dynamic,Dynamic,A Moose,1,,,
,,False,,,,7213,B3,Dynamic,1000,2024-03-20 2:00:00 p.m.,2nd Scenario,Y,0,2024-03-20 7:31:28 p.m.,7213,Y,B3,2nd Scenario,1710963088,2024-03-20 7:31:28 p.m.,2,484833,,494832,,7213,Dynamic,Y,B3,,-0.15756918,-0.07783422,151,-1.43163115,488572,False,-5.82504773,10,0,7213,2nd Scenario,I did not complete the secondary task,4,Somewhat agree,Somewhat agree,Slightly late,Somewhat agree,Very aware,Moderately,,3,Somewhat satisfied,Moderately confident,Not annoying at all,,,,,,,,,,7213,2,0,4,4,2,3,4,4,3,,3,4,3,1,,,,,,,,,,3,0,Dynamic,Dynamic,A Cyclist,3,,,
